ProteinName,sample_conc(fmol/µg)_DIA_Ec_LB1_Free,invivo_conc(mM)DIA_Ec_LB1_Free,sample_conc(fmol/µg)_DIA_Ec_LB2_Free,invivo_conc(mM)DIA_Ec_LB2_Free,sample_conc(fmol/µg)_DIA_Ec_LB3_Free,invivo_conc(mM)DIA_Ec_LB3_Free,sample_conc(fmol/µg)_DIA_Ec_M9Glu1_Free,invivo_conc(mM)DIA_Ec_M9Glu1_Free,sample_conc(fmol/µg)_DIA_Ec_M9Glu2_Free,invivo_conc(mM)DIA_Ec_M9Glu2_Free,sample_conc(fmol/µg)_DIA_Ec_M9Glu3_Free,invivo_conc(mM)DIA_Ec_M9Glu3_Free,sample_conc(fmol/µg)_DIA_Ec_M9Gly1_Free,invivo_conc(mM)DIA_Ec_M9Gly1_Free,sample_conc(fmol/µg)_DIA_Ec_M9Gly2_Free,invivo_conc(mM)DIA_Ec_M9Gly2_Free,sample_conc(fmol/µg)_DIA_Ec_M9Gly3_Free,invivo_conc(mM)DIA_Ec_M9Gly3_Free
A5A613,1.4359333978947901,0.00011524285988232546,1.5268266052857977,0.00011705670640524449,1.2598855961412625,9.885256215877599e-05,1.1713700756500842,7.848179506855567e-05,0.8990780087043129,6.20363826005976e-05,0.7950004806135722,5.591503380315459e-05,1.1399823850804933,7.335538825735349e-05,0.8539179873424452,5.123507924054671e-05,0.7056699798404931,4.8476459484694747e-05
A5A614,0.4339592146032406,3.482800876174726e-05,0.2979690337410879,2.284429258681674e-05,0.6995233938006963,5.4885681667439245e-05,0.34795324332326216,2.331286730265857e-05,0.6514341537249909,4.494895660702437e-05,0.3249082360087965,2.285187926595202e-05,0.7725263728544007,4.971039268802231e-05,0.6038336803651381,3.623002082190828e-05,0.3699642794969164,2.5414937461092523e-05
A5A621,0.6775713603651937,5.4379445075462985e-05,0.44705798269432906,3.427444533989856e-05,0.42627418643957915,3.344612847449006e-05,1.3078221096478326,8.762408134640479e-05,1.0182132912085926,7.02567170933929e-05,0.9175765886975318,6.45362200717264e-05,1.0283091691084785,6.616945957741514e-05,1.0010937831294426,6.006562698776656e-05,0.6759892608472933,4.643752313646624e-05
P00350,140.23696603337063,0.011254915479088464,167.2077522821023,0.012819261008294511,129.20613872030998,0.010137712422670475,130.69144651989916,0.008756326916833245,144.23917094328186,0.00995250279508645,168.2885312613949,0.011836293365384774,106.81367668185473,0.006873227890832391,77.99979580641492,0.004679987748384896,116.58426510445764,0.008008832124567091
P00363,6.525244678111336,0.0005236927139099611,6.053052093232838,0.000464067327147851,5.160368711627619,0.00040489046814309014,1.1779787462695022,7.892457600005666e-05,1.7967115461155558,0.00012397309668197334,1.2790512285333848,8.995993640684808e-05,2.8741948105038286,0.00018494818780633333,2.0587753364251404,0.00012352652018550843,2.225384754493765,0.00015287425704783254
P00370,2.1062931203836057,0.00016904352478976117,1.959718353226647,0.00015024507374737626,1.966361678702541,0.00015428376248281475,64.3736150666729,0.004313032209467085,47.77305326557142,0.003296340675324428,37.81828737620831,0.0026598862121266515,40.418464541622114,0.0026008403270261185,81.67649840980198,0.004900589904588118,42.98797980663856,0.0029530873084560407
P00393,16.869435956664915,0.001353880372932338,11.467785229920588,0.0008791968676272451,12.710221589832887,0.0009972635401253498,5.965963516877615,0.0003997195556308003,8.172116726775245,0.000563876054147492,7.859396273613599,0.0005527775379108232,4.5557437331129815,0.0002931522054350962,4.332187817574322,0.0002599312690544593,3.3965380591406586,0.0002333273971061844
P00448,64.47642824893641,0.005174646677414641,33.19465294094613,0.002544923392139203,47.824227410133034,0.003752362458333515,88.70149912575718,0.005943000441425731,133.1317190324591,0.009186088613239678,94.44324917848547,0.0066425085255534784,154.38218219071697,0.009934157810533093,164.85828643233364,0.009891497185940018,127.92219437900329,0.008787698570383704
P00452,9.78917356030047,0.0007856439293266788,10.35788492950193,0.0007941045112618147,11.395380572287301,0.0008940990910563883,8.396490095039843,0.0005625648363676696,9.742809249615206,0.0006722538382234492,11.098236911599653,0.0007805759961158424,10.384676895248738,0.0006682313828247014,4.967436698154883,0.000298046201889293,8.577500527355324,0.0005892369927487572
P00490,3.604115270819838,0.00028925335378631004,3.285512490186485,0.0002518892909142972,3.2200662921233625,0.00025265135522814074,3.347969868163683,0.0002243139811669668,2.991611341545533,0.0002064211825666418,2.77184673678388,0.00019495322048713293,2.0985405047422847,0.0001350365194355905,1.7851481201728392,0.00010710888721037035,2.6138857629374432,0.00017956258719309395
P00509,43.311369837744174,0.0034760150664651093,64.96772451994316,0.004980858879862309,48.48606901917551,0.0038042915691968477,147.78179219168976,0.009901380076843215,78.86175030115061,0.005441460770779392,150.37662428363777,0.010576489241282523,164.32504850585414,0.010573959642985397,136.07084940180542,0.008164250964108324,258.99399066036045,0.017791761097537807
P00547,2.5337730514996335,0.0002033515295177911,4.241622928837512,0.000325191091210876,2.246879357737386,0.00017629361114554872,42.284656252995646,0.002833071968950709,51.83129177755346,0.003576359132651189,31.382264126595807,0.002207219243570572,31.41830273352367,0.002021699480244132,45.302769461417064,0.002718166167685024,40.063057552000316,0.002752157866615674
P00550,0.48290995504083417,3.875661946866182e-05,0.8842350837180569,6.779135641838436e-05,1.702082624967081,0.00013354802134357097,0.7784790595899932,5.215809699252955e-05,1.1861592560726084,8.184498866900998e-05,1.2017851393958046,8.45255548041716e-05,0.5786756084821195,3.7236517415371176e-05,0.9368745614914007,5.621247368948404e-05,0.5454201391364185,3.746799216676267e-05
P00561,3.9552800243837294,0.00031743657631592493,3.400291507733808,0.0002606890155929253,4.564950292660496,0.0003581730229625928,62.557877733116236,0.0041913778081187885,37.183396414085806,0.0025656543525719206,56.1985414342005,0.003952630747538768,18.688654682599886,0.0012025743013151231,9.888597767315847,0.0005933158660389508,30.070894023402534,0.002065739676390261
P00562,2.170213527042889,0.00017417354717036518,2.6431092652069994,0.0002026383769992033,2.2894620821836935,0.0001796347172174898,5.4057664902138995,0.00036218635484433135,5.381267183060085,0.0003713074356311459,6.379491716889897,0.0004486909174212561,5.234704213943982,0.0003368418363755258,4.011375431409076,0.00024068252588454455,4.391651416152018,0.00030168735815305173
P00579,10.642118135548944,0.0008540981990838,9.1506174255432,0.000701547335958312,9.550835927754818,0.0007493732804853781,6.527008196742647,0.0004373095491817575,5.566757876828554,0.0003841062935011702,9.19389426810241,0.0006466372301898696,5.727939118028339,0.0003685804302035627,3.61930270662152,0.0002171581623972912,4.296715110594184,0.0002951656467277744
