ProteinName,sample_conc(fmol/µg)_DIA_Ec_LB1_Free,invivo_conc(mM)DIA_Ec_LB1_Free,sample_conc(fmol/µg)_DIA_Ec_LB2_Free,invivo_conc(mM)DIA_Ec_LB2_Free,sample_conc(fmol/µg)_DIA_Ec_LB3_Free,invivo_conc(mM)DIA_Ec_LB3_Free,sample_conc(fmol/µg)_DIA_Ec_M9Glu1_Free,invivo_conc(mM)DIA_Ec_M9Glu1_Free,sample_conc(fmol/µg)_DIA_Ec_M9Glu2_Free,invivo_conc(mM)DIA_Ec_M9Glu2_Free,sample_conc(fmol/µg)_DIA_Ec_M9Glu3_Free,invivo_conc(mM)DIA_Ec_M9Glu3_Free,sample_conc(fmol/µg)_DIA_Ec_M9Gly1_Free,invivo_conc(mM)DIA_Ec_M9Gly1_Free,sample_conc(fmol/µg)_DIA_Ec_M9Gly2_Free,invivo_conc(mM)DIA_Ec_M9Gly2_Free,sample_conc(fmol/µg)_DIA_Ec_M9Gly3_Free,invivo_conc(mM)DIA_Ec_M9Gly3_Free
A0A7H2C767,0.1347066773092651,1.0811074358410253e-05,0.01939342783291519,1.4868294671901646e-06,,,,,,,,,,,,,0.07836499369046947,5.383334349171382e-06
A5A613,0.3788469895865255,3.0404899420662177e-05,0.38218172494636304,2.93005989125545e-05,0.3360861150736131,2.6369833644237332e-05,0.26135954111751925,1.7511089254873792e-05,0.2048815007050108,1.4136823548645745e-05,0.16965001818771808,1.1932051279202839e-05,0.2694761198924806,1.7340202497429188e-05,0.21357297562731342,1.2814378537638805e-05,0.17748950914453562,1.2192757584711579e-05
A5A614,0.17173710125975528,1.378300325494959e-05,0.11187719316734875,8.577251476163404e-06,0.27990539761974015,2.1961808120933458e-05,0.11645428023391613,7.802436775672383e-06,0.22267051222404366,1.536426534345901e-05,0.10400040875318543,7.31469541564071e-06,0.2739218765955534,1.7626277276583438e-05,0.2265368798499236,1.3592212790995414e-05,0.13958005167462578,9.588542680256903e-06
A5A621,0.17876429761934468,1.4346980808937151e-05,0.1773818002499903,1.3599271352499257e-05,0.22722557719788397,1.7828468364757052e-05,0.4520312869383044,3.0286096224866404e-05,0.3192304982222987,2.202690437733861e-05,0.32736291133482726,2.3024524763882852e-05,0.43253580001413267,2.783273843569202e-05,0.2503849053826079,1.5023094322956472e-05,0.3174041078195926,2.180428218934593e-05
O32583,,,,,,,0.3460169815315783,2.318313776261575e-05,0.4325260091190707,2.9844294629215882e-05,0.5963892665711737,4.194604508217256e-05,0.6141643605509537,3.9520141461539634e-05,0.33705467589001425,2.0223280553400857e-05,0.7816285687126159,5.3694484285475353e-05
P00350,98.33782807923333,0.00789224107405129,88.6158369057202,0.006793880829438549,90.80359814412783,0.007124590008231569,104.19412821094494,0.006981006590133312,93.22503219299654,0.006432527221316762,86.61662475199306,0.006092035940890178,54.026071074613014,0.0034764602256707505,67.89431044077232,0.004073658626446339,61.80241687049225,0.004245557332842511
P00363,11.921375178181615,0.0009567667771207296,11.491952482812623,0.0008810496903489678,11.547173598990959,0.0009060090054592907,2.968331001234831,0.0001988781770827337,3.858122957712674,0.00026621048408217453,3.332588316725783,0.00023439204494304675,6.504324928188617,0.0004185391692921371,4.9170168391064415,0.0002950210103463865,4.531467293219043,0.00031129210101243866
P00370,2.276835301033879,0.00018273062800605233,2.5439866570109766,0.00019503897703750822,2.0641838628404194,0.0001619590415459406,46.982869927153416,0.0031478522851192798,44.79922029008955,0.0030911462000161793,48.902967574762435,0.003439508719424958,50.27900000544221,0.0032353443481762814,52.87812746650876,0.0031726876479905254,45.36013610877534,0.0031160441326897846
P00393,18.200693137000847,0.0014607222953541706,15.340004127658572,0.0011760669831204905,16.92279375839443,0.0013277884333509477,6.6528720956762974,0.000445742430410312,6.930590229021073,0.00047821072580245407,5.944642487335076,0.00041810652160923374,3.586754462945998,0.00023079985239826423,3.5667821356804543,0.00021400692814082725,4.325259565248023,0.00029712652665616853
P00448,26.272188892916176,0.0021085115701237854,31.61122818119856,0.0024235274938918896,32.00462923928949,0.002511132448005791,59.99777773197468,0.004019851108042305,48.272912029696485,0.003330830930049057,62.42638728105286,0.004390655905434052,77.4589552962279,0.004984315384279013,82.39743625593525,0.004943846175356115,47.65901279848547,0.0032739669661568283
P00452,24.94104727416834,0.002001678922260177,22.763183885017213,0.0017451774311846532,24.236768018718973,0.0019016541060841042,17.627146105659133,0.001181018789079162,16.08422483453732,0.0011098115135830752,17.653143045416044,0.001241604394194262,16.830048343201366,0.0010829770238233922,12.730708848287817,0.000763842530897269,16.011912457267524,0.0010999487688035953
P00490,5.515099994483362,0.0004426221277623826,4.409371034820664,0.00033805177933625094,4.564200473133609,0.00035811419096894474,4.759013964063821,0.0003188539355922761,4.2018097389427504,0.0002899248719870498,3.700798720880469,0.00026028951003525966,2.5936801614452136,0.00016689767995386594,2.722246761335924,0.00016333480568015544,2.3268272112093107,0.00015984291277003094
