ProteinName,sample_conc(fmol/µg)_DIA_Ec_LB1_Free,invivo_conc(mM)DIA_Ec_LB1_Free,sample_conc(fmol/µg)_DIA_Ec_LB2_Free,invivo_conc(mM)DIA_Ec_LB2_Free,sample_conc(fmol/µg)_DIA_Ec_LB3_Free,invivo_conc(mM)DIA_Ec_LB3_Free,sample_conc(fmol/µg)_DIA_Ec_M9Glu1_Free,invivo_conc(mM)DIA_Ec_M9Glu1_Free,sample_conc(fmol/µg)_DIA_Ec_M9Glu2_Free,invivo_conc(mM)DIA_Ec_M9Glu2_Free,sample_conc(fmol/µg)_DIA_Ec_M9Glu3_Free,invivo_conc(mM)DIA_Ec_M9Glu3_Free,sample_conc(fmol/µg)_DIA_Ec_M9Gly1_Free,invivo_conc(mM)DIA_Ec_M9Gly1_Free,sample_conc(fmol/µg)_DIA_Ec_M9Gly2_Free,invivo_conc(mM)DIA_Ec_M9Gly2_Free,sample_conc(fmol/µg)_DIA_Ec_M9Gly3_Free,invivo_conc(mM)DIA_Ec_M9Gly3_Free
A5A613,1.165332086375347,9.352537000909836e-05,1.250192027611535,9.584805545021768e-05,1.0222665079083297,8.020860292819202e-05,0.94046432687803,6.301110990082802e-05,0.7289658910934605,5.0298646485448784e-05,0.6301501213865911,4.432055853752358e-05,0.9383943176519206,6.038363435325402e-05,0.7114541258185598,4.268724754911359e-05,0.5716953426515592,3.927298440823755e-05
A5A614,0.5282695538283461,4.239701803801854e-05,0.3659732963473847,2.805795271996616e-05,0.8513860375549233,6.680105833123245e-05,0.4190446976188497,2.807599474046294e-05,0.7922670898877956,5.46664292022579e-05,0.3863034728024884,2.7170010920441688e-05,0.9538757370425923,6.13798300357842e-05,0.7546391507824656,4.527834904694793e-05,0.4495873317091535,3.088469496088968e-05
A5A621,0.5498831966720552,4.413165142521879e-05,0.366058807142627,2.8064508547601404e-05,0.34587729657177013,2.7138064807938885e-05,1.050018320933761,7.0351227502562e-05,0.8255599091103832,5.696363372861645e-05,0.727308992697699,5.115406581973817e-05,0.8464687645262423,5.446842484777559e-05,0.8340757694487202,5.004454616692321e-05,0.5476496423954742,3.762114934716736e-05
P00350,71.70239890254096,0.005754577142691108,85.79551314783905,0.006577656008000993,67.81872566111693,0.0053211615518722515,70.42373328003022,0.004718390129762026,79.88047041993823,0.005511752458975739,91.98366644303451,0.006469517873160095,58.54747605641374,0.0037674028071083628,46.51406257670999,0.002790843754602599,60.89440617664212,0.004183180946047589
P00363,15.886691554081917,0.0012750088349814462,14.86903118562141,0.001139959057564308,12.56131219813587,0.0009855798801614297,2.8373107996774003,0.00019009982357838585,4.370281846197784,0.00030154944738764713,3.0414860364534335,0.00021391785123055817,7.097815141619918,0.0004567289743303252,5.145895375005475,0.0003087537225003285,5.408656182481116,0.0003715511638400072
P00370,2.8979763167356767,0.00023258117618929917,2.7263947339878936,0.0002090235962724052,2.7127209216124935,0.00021284425692651873,87.90789859144446,0.00588982920562678,67.51001394742869,0.00465819096237258,54.943961858082304,0.0038643919840184557,59.57690571545689,0.003833644367777226,114.89640913083936,0.0068937845478503615,61.22352431186852,0.004205789930989229
P00393,14.76284681022666,0.0011848130901540885,11.22793628146246,0.0008608084482454553,11.354134371932325,0.000890862850720844,5.727650643950381,0.0003837525931446756,5.974177289959074,0.0004122182330071761,7.061353797305128,0.0004966485504104607,3.4758713985421195,0.00022366476825401465,3.361649489928065,0.0002016989693956839,2.476711096373019,0.00017013928401171175
P00448,38.38698649105224,0.0030808017363331674,24.662860810938948,0.0018908193288386529,31.977875665599388,0.0025090333214547213,55.829453208950895,0.0037405733649997107,75.10823667847112,0.005182468330814508,65.66031605423927,0.0046181088958148295,102.4790233061775,0.006594302369267074,107.75096783387023,0.006465058070032214,76.19566524316787,0.005234310916704576
P00452,10.629629177874875,0.0008530958801730348,11.049791726886347,0.0008471506990612867,12.223999581419475,0.0009591138133113743,9.169676204645356,0.0006143683057112389,10.100345013273312,0.0006969238059158586,11.36159906890422,0.0007990991345129303,10.90612698434784,0.0007017855624710784,5.569665348052998,0.00033417992088317986,8.84668870497051,0.0006077290501675395
P00490,5.524374291622502,0.0004433664495584213,5.248039041174583,0.00040234965982338477,4.833989261525616,0.0003792822343658561,5.429051702008159,0.0003637464640345467,4.3352194150959615,0.0002991301396416214,3.9987309902222075,0.0002812440796456286,2.9751101206242208,0.00019144186863147161,2.906468281086839,0.00017438809686521034,3.5674003481020793,0.0002450648934783168
