ProteinName,sample_conc(fmol/µg)_DIA_Ec_LB1_Free,invivo_conc(mM)DIA_Ec_LB1_Free,sample_conc(fmol/µg)_DIA_Ec_LB2_Free,invivo_conc(mM)DIA_Ec_LB2_Free,sample_conc(fmol/µg)_DIA_Ec_LB3_Free,invivo_conc(mM)DIA_Ec_LB3_Free,sample_conc(fmol/µg)_DIA_Ec_M9Glu1_Free,invivo_conc(mM)DIA_Ec_M9Glu1_Free,sample_conc(fmol/µg)_DIA_Ec_M9Glu2_Free,invivo_conc(mM)DIA_Ec_M9Glu2_Free,sample_conc(fmol/µg)_DIA_Ec_M9Glu3_Free,invivo_conc(mM)DIA_Ec_M9Glu3_Free,sample_conc(fmol/µg)_DIA_Ec_M9Gly1_Free,invivo_conc(mM)DIA_Ec_M9Gly1_Free,sample_conc(fmol/µg)_DIA_Ec_M9Gly2_Free,invivo_conc(mM)DIA_Ec_M9Gly2_Free,sample_conc(fmol/µg)_DIA_Ec_M9Gly3_Free,invivo_conc(mM)DIA_Ec_M9Gly3_Free
A5A613,0.8495532282830514,6.818209242374233e-05,0.903098979159694,6.92375884022432e-05,0.7496778343233287,5.882087623152271e-05,0.7020493837838632,4.703730871351884e-05,0.5416355568005844,3.737285341924033e-05,0.4787706060292258,3.3673532624055545e-05,0.6912716725494036,4.448182936404858e-05,0.5173459373993429,3.104075624396057e-05,0.4292822665688897,2.948982526864547e-05
A5A614,0.38512035333588535,3.090837707541849e-05,0.26436747558090334,2.026817312786926e-05,0.6243628602420469,4.898847057283753e-05,0.3128136425097626,2.0958514048154102e-05,0.5886695545143642,4.061819926149113e-05,0.2935026773903873,2.064302164312391e-05,0.7026761178602049,4.521568062752623e-05,0.5487486609352579,3.292491965611547e-05,0.3375921655782934,2.3191113983204506e-05
A5A621,1.2026315512286032,9.651889116270586e-05,0.7932877375834068,6.081872654806119e-05,0.7609460173925142,5.970499521079727e-05,2.3514917922099423,0.00015754995007806615,1.8402202620447952,0.00012697519808109087,1.6577676749700583,0.00011659632647289412,1.8706631133883207,0.00012037310468759629,1.81953703751901,0.0001091722222511406,1.2336795259662938,8.474841960985847e-05
P00350,151.57901021476135,0.012165187230056489,180.68508436591534,0.013852523134720176,140.45815812118335,0.011020563175662077,143.10043826240425,0.009587729363581087,158.74983073354906,0.010953738320614886,185.15475500990195,0.013022551102363106,118.33078503007388,0.007614328775848232,86.33335306005843,0.005180001183603506,129.569119391335,0.00890083515818736
P00363,6.579667819923669,0.0005280605199066945,6.101981876026743,0.0004678186104953837,5.23329434681012,0.00041061232567279405,1.203266599386062,8.061886215886617e-05,1.844756375613723,0.0001272881899173469,1.3128009933826068,9.233366986791003e-05,2.9704188356815493,0.0001911399946438562,2.1258112819256754,0.0001275486769155405,2.307263968909887,0.0001584990030816357
P00370,2.0657881978429256,0.00016579274510893224,1.921542423125358,0.0001473182524396108,1.9396244331500783,0.0001521859170625446,63.95759446064736,0.004285158828863374,47.7093473252221,0.003291944965440325,37.75483968382048,0.0026554237244287076,40.629466117173514,0.002614417819713774,82.02999341113602,0.004921799604668161,43.35099072060148,0.0029780245799369714
P00393,17.69602626832701,0.0014202195440990652,12.026633537683214,0.0009220419045557131,13.409592370689872,0.0010521372475464361,6.339763033758298,0.0004247641232618061,8.728974960140828,0.0006022992722497172,8.392052058139079,0.0005902409947557819,4.898113007398474,0.0003151829239543366,4.6536214499259145,0.0002792172869955548,3.663504134585651,0.0002516668057671882
P00448,52.775810130262904,0.004235597069428792,27.163855048533982,0.0020825622203876053,39.37033968975639,0.003089057421811655,73.54990850211297,0.00492784386964157,110.96064464128544,0.007656284480248695,78.68802545080452,0.005534391123373252,129.5165999082733,0.0083341116462715,138.18258162160913,0.008290954897296548,107.66259572181069,0.007395952227846126
P00452,9.543665432101841,0.0007659403282686862,10.095540932988671,0.0007739914715291314,11.173398112123627,0.0008766820057204692,8.29247549970691,0.0005555958584803631,9.671790288747838,0.0006673535299236009,11.013540649604604,0.0007746190256888571,10.376633743677635,0.0006677138235062131,4.959182631801922,0.00029755095790811535,8.598346433555433,0.0005906690158703298
P00490,4.270016331191819,0.00034269618247770235,3.891556323651371,0.00029835265147993846,3.8369217099410577,0.00030105078031845224,4.01818236811962,0.00026921821866401457,3.609021991167359,0.0002490225173905478,3.3427497640985084,0.00023510673340826178,2.548252983928798,0.0001639745398354183,2.165776832502887,0.00012994660995017322,3.1842156676239357,0.0002187417719498182
